variant,horizon,fold,group,regime,sample_count,support_hold_rate,support_break_rate,first_bounce_delay,maximum_favorable_excursion,maximum_adverse_excursion,final_return,eligible_count,unavailable_count,max_adverse_excursion,sample_mode,regime_scope,comparison_scope
baseline,5,1,software,acute_selloff,280,0.6821428571428572,0.31785714285714284,0.8847926267281107,0.08109430577965433,-0.04369903295987341,0.04316450907329291,131931,8995,-0.04369903295987341,overlapping,observed,all_eligible
baseline,5,1,software,correction,3054,0.5514079895219385,0.4485920104780616,1.5509056839475328,0.04798972048539618,-0.04710154701810234,0.006643184846679496,131931,8995,-0.04710154701810234,overlapping,observed,all_eligible
baseline,5,1,software,range_bound,2162,0.6248843663274746,0.37511563367252543,1.7641509433962264,0.04641338443939282,-0.0366879619650594,0.012512384339763717,131931,8995,-0.0366879619650594,overlapping,observed,all_eligible
baseline,5,1,software,under_pressure,4479,0.5532484929671801,0.44675150703281985,1.627906976744186,0.039945630223105315,-0.03796822143825748,0.003976931821669423,131931,8995,-0.03796822143825748,overlapping,observed,all_eligible
baseline,5,1,software,uptrend,8805,0.6174900624645088,0.3825099375354912,1.8394957983193276,0.04094094946217228,-0.03441728118996049,0.0061789513961319435,131931,8995,-0.03441728118996049,overlapping,observed,all_eligible
baseline,5,2,other,acute_selloff,599,0.41903171953255425,0.5809682804674458,1.3937677053824362,0.0804594421395961,-0.09621261660394029,-0.0038554736566734802,151384,8303,-0.09621261660394029,overlapping,observed,all_eligible
baseline,5,2,other,correction,1848,0.5995670995670995,0.4004329004329004,1.3868092691622103,0.06010870283142289,-0.051034872556203155,0.009597160679246215,151384,8303,-0.051034872556203155,overlapping,observed,all_eligible
baseline,5,2,other,range_bound,935,0.6909090909090909,0.3090909090909091,1.6447876447876448,0.059577706140492834,-0.03223149663723704,0.022202329593993604,151384,8303,-0.03223149663723704,overlapping,observed,all_eligible
baseline,5,2,other,under_pressure,4092,0.5620723362658846,0.43792766373411535,1.6316359696641387,0.03865153478685194,-0.035598564485492444,0.004623016301168189,151384,8303,-0.035598564485492444,overlapping,observed,all_eligible
baseline,5,2,other,uptrend,16054,0.5866450728790332,0.4133549271209667,1.656697556866049,0.0401986263581451,-0.034884199535436665,0.004235216073560668,151384,8303,-0.034884199535436665,overlapping,observed,all_eligible
baseline,5,2,semiconductor,acute_selloff,347,0.521613832853026,0.4783861671469741,1.2323651452282158,0.08737441913813795,-0.07607613087918275,0.01917750654627866,73886,4936,-0.07607613087918275,overlapping,observed,all_eligible
baseline,5,2,semiconductor,correction,1037,0.6364513018322083,0.36354869816779173,1.439499304589708,0.0679791681953989,-0.04873809673574898,0.022607895900118052,73886,4936,-0.04873809673574898,overlapping,observed,all_eligible
baseline,5,2,semiconductor,range_bound,519,0.6608863198458574,0.33911368015414256,1.2816455696202531,0.06359966761731091,-0.034588584062432155,0.025842009628388844,73886,4936,-0.034588584062432155,overlapping,observed,all_eligible
baseline,5,2,semiconductor,under_pressure,2053,0.5343399902581588,0.4656600097418412,1.284991568296796,0.04818938012109484,-0.04185255045772325,0.007695922553522514,73886,4936,-0.04185255045772325,overlapping,observed,all_eligible
baseline,5,2,semiconductor,uptrend,8154,0.5587441746382144,0.44125582536178565,1.5203232707392442,0.047484166548060244,-0.041089722530366045,0.0060000673212838905,73886,4936,-0.041089722530366045,overlapping,observed,all_eligible
baseline,5,2,software,acute_selloff,630,0.44126984126984126,0.5587301587301587,1.2995049504950495,0.08583264584371518,-0.07698520589516877,0.018942483507543958,131931,8995,-0.07698520589516877,overlapping,observed,all_eligible
baseline,5,2,software,correction,1743,0.6201950659781985,0.3798049340218015,1.387563884156729,0.06370858120543416,-0.05044919417803368,0.01477244629394926,131931,8995,-0.05044919417803368,overlapping,observed,all_eligible
baseline,5,2,software,range_bound,867,0.7001153402537486,0.29988465974625145,1.5486111111111112,0.06116095275940611,-0.03024432993757956,0.025829864488499197,131931,8995,-0.03024432993757956,overlapping,observed,all_eligible
baseline,5,2,software,under_pressure,3488,0.5212155963302753,0.47878440366972475,1.5023584905660377,0.043826653125696904,-0.042512905222676485,0.0038479492980432093,131931,8995,-0.042512905222676485,overlapping,observed,all_eligible
baseline,5,2,software,uptrend,13535,0.5807166605097894,0.41928333949021057,1.608910127948204,0.045549705819895155,-0.038676547206877784,0.007180713093904099,131931,8995,-0.038676547206877784,overlapping,observed,all_eligible
baseline,5,3,other,acute_selloff,1182,0.5296108291032149,0.4703891708967851,1.4762569832402235,0.04852038407982006,-0.043584841613317285,0.011044531522589088,151384,8303,-0.043584841613317285,overlapping,observed,all_eligible
baseline,5,3,other,correction,8637,0.5104781752923468,0.4895218247076531,1.4617667199269573,0.04390662133048348,-0.043916634359932184,0.0013104766291200532,151384,8303,-0.043916634359932184,overlapping,observed,all_eligible
baseline,5,3,other,range_bound,4864,0.5709292763157895,0.4290707236842105,1.64822460776218,0.03996301493877556,-0.03390075555993354,0.004416921728695312,151384,8303,-0.03390075555993354,overlapping,observed,all_eligible
baseline,5,3,other,under_pressure,3185,0.5459968602825745,0.45400313971742545,1.5400552486187846,0.03633912092042223,-0.03573451583115477,-0.00013718408626811772,151384,8303,-0.03573451583115477,overlapping,observed,all_eligible
baseline,5,3,other,uptrend,7299,0.5088368269625976,0.49116317303740237,1.7252081756245268,0.030162157362525116,-0.03507682105972817,-0.003658518654351805,151384,8303,-0.03507682105972817,overlapping,observed,all_eligible
baseline,5,3,semiconductor,acute_selloff,576,0.5,0.5,1.2416666666666667,0.06069599397694709,-0.054097756282019606,0.015839274479326232,73886,4936,-0.054097756282019606,overlapping,observed,all_eligible
baseline,5,3,semiconductor,correction,4344,0.4534990791896869,0.5465009208103131,1.2772635814889337,0.055618333406117895,-0.053152957933554186,0.0022335162403865137,73886,4936,-0.053152957933554186,overlapping,observed,all_eligible
baseline,5,3,semiconductor,range_bound,2441,0.4948791478902089,0.5051208521097911,1.2694444444444444,0.05110113826691655,-0.045028567132653366,0.002849069017412768,73886,4936,-0.045028567132653366,overlapping,observed,all_eligible
baseline,5,3,semiconductor,under_pressure,1693,0.4943886591848789,0.505611340815121,1.1422172452407615,0.045802093253928276,-0.04677491386353605,-0.004364810883989381,73886,4936,-0.04677491386353605,overlapping,observed,all_eligible
baseline,5,3,semiconductor,uptrend,3767,0.49057605521635256,0.5094239447836475,1.5707491082045184,0.041851187456984205,-0.04202774976876353,0.001236177676647354,73886,4936,-0.04202774976876353,overlapping,observed,all_eligible
baseline,5,3,software,acute_selloff,1046,0.502868068833652,0.497131931166348,1.1511299435028248,0.07414538894048528,-0.059563563392969754,0.017406184278314474,131931,8995,-0.059563563392969754,overlapping,observed,all_eligible
baseline,5,3,software,correction,8005,0.44322298563397877,0.5567770143660212,1.2709190672153634,0.05573249420426562,-0.061382264811826126,-0.006096073581912981,131931,8995,-0.061382264811826126,overlapping,observed,all_eligible
baseline,5,3,software,range_bound,4648,0.51592082616179,0.48407917383821,1.341100076394194,0.05497855966760521,-0.046086559463893534,0.004020636883353582,131931,8995,-0.046086559463893534,overlapping,observed,all_eligible
baseline,5,3,software,under_pressure,3077,0.5268118297042574,0.4731881702957426,1.3626237623762376,0.04684536533320485,-0.04413795681065994,-0.0011786063553530408,131931,8995,-0.04413795681065994,overlapping,observed,all_eligible
baseline,5,3,software,uptrend,6988,0.5210360618202633,0.4789639381797367,1.6183011301494714,0.03864613752924543,-0.04067126199462035,-0.0022828980120350394,131931,8995,-0.04067126199462035,overlapping,observed,all_eligible
baseline,5,4,other,acute_selloff,113,0.8407079646017699,0.1592920353982301,1.2891566265060241,0.05632865986122198,-0.022771804114752832,0.022481766301392307,151384,8303,-0.022771804114752832,overlapping,observed,all_eligible
baseline,5,4,other,correction,1715,0.5965014577259475,0.40349854227405246,1.8760045924225028,0.042936741885510166,-0.03386524782296956,0.013648183334227541,151384,8303,-0.03386524782296956,overlapping,observed,all_eligible
baseline,5,4,other,range_bound,2147,0.5943176525384257,0.4056823474615743,1.8962053571428572,0.033963131040805526,-0.029955686318105478,0.0011245122132775938,151384,8303,-0.029955686318105478,overlapping,observed,all_eligible
